Name ,x,y,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial cost,Financial cost accrued,Financial vopex,Financial vopex accrued,EnvSoc cost,EnvSoc cost accrued,EnvSoc vopex,EnvSoc vopex accrued,OneOff cost,OneOff cost accrued,Carbon const,Carbon capital cost accrued,Carbon fopex,Carbon fopex cost accrued,Carbon vopex,Carbon vopex cost accrued,OneOff carbon,OneOff carbon cost accrued,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
ExDO01a,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop783_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop784_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop785_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop786_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop787_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop788_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop789_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop790_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop791_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop792_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
Sop1065_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
